case,document_nr,document_name,document_href,text,log
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"social organizations concerned with the              defence of human rights, academic circles, the political parties and especially the              trade union and student movements. The complainants indicate that those who opposed the              constitutional reform adopted the motto that fear was not the way, advocating education              as the way to tackle problems of insecurity and initiating a campaign against the              proposal.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"604.The complainants indicate that as part of this campaign, which              included publicity on the radio and television and through billboards, FENAPES activists              and members went to take photos of each other with a banner proclaiming â€œNo to the              reformâ€? with a view to posting the images on social networks. The complainants allege              that: (i) during the evening of 23 October 2019, activists from the Teachersâ€?             Association of the department","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"of San JosÃ©, affiliated to FENAPES, assembled at High              School No. 1; (ii) eight teachers took photos of each other on the public thoroughfare              near the school and six teachers did so inside the school but in spaces for the use of              teachers during breaks between classes; (iii) on 29 October 2019, the principal of the              school reported this activity to the DGES, being of the view that secularism had been              violated since the activity","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"constituted propaganda, resulting in the establishment of an              administrative file, which ended up being archived; (iv) in June 2020, with the change              of government and new authorities at the DGES (formerly the Secondary Education Board              (CES)), the school principal persisted with her previous complaint, the file was              reopened, and an investigation was ordered into incidents that had occurred a year              earlier, without the teachers being","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"granted the right of defence; this culminated in a              final report which contains errors, omitting to mention the trade union nature of the              activity that took place on 23 October 2019, and condemning freedom of expression on a              subject of public interest; (v) the intention to cause harm to the union was evident and              a context of public censure of the activists was created (no measures were taken against              teachers who influenced students","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"in favour of the constitutional reform): (vi) even              though the proceedings against those who took photos outside the school were concluded              without any liability being established, the decision indicated that the activity              constituted political propaganda, dismissing its union nature; and (vii) the legal              advisers proposed that the teachers who took photos inside the school premises should be              dismissed, with the exception of two cases","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],in which it was agreed that such a sanction              would be excessive.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"605.The complainants consider that the report produced by the attorney              acting in the investigation committed an inexcusable error, in denying the union nature              of the activity that took place on 23 October 2019, clearly indicating his malicious and              repressive intent through the sentence: â€œThe undersigned considers that, in a situation              such as this, the reason â€˜whyâ€?no longer predominates and â€˜whereâ€?the activity takes              place assumes","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"vital importance.â€?The complainants indicate that the prohibition on              propaganda or proselytism is established by article 58 of the Constitution of Uruguay,              which provides that: â€œIn workplaces and during working hours, any activity unrelated to              official duties shall be prohibited and any activity for propaganda purposes of any kind              shall be deemed unlawful.â€?In other words, the constitutional provision itself requires              the intention","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"or ultimate aim of the activity to be stated. The complainants consider              that the omission of any mention of the union nature of the activity opened the way for              censure of the exercise of freedom of expression on a subject of public interest, also              ignoring the terms of article 57 of the Constitution, which promotes the right to              organize. The complainants consider that a coherent interpretation of both articles              would have enabled the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"investigator to conclude that article 58 actually bans political              propaganda, while article 57 places all union activities under the protection of the ban              established by article 58, and establishes an obligation to promote them.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"606.The complainants allege that on 7 September 2020 the CES decided to              initiate an investigation into a suspected violation of the principle of secularism by              FENAPES leaders for assembling at Empalme Olmos High School in October 2019 with the              intention of establishing communication with the members of the union branch at that              school, as part of a mobilization of students against the constitutional reform (the              students had","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],denounced limitations imposed by the school management on the right of              assembly and expression by the studentsâ€?union).,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"607.The complainants allege that: (i) in April 2021, the principal of              Montevideo High School No. 16 reported the fact that informative material on the              referendum against a law entitled the â€œUrgent Consideration Actâ€?(LUC) had appeared on              the trade union noticeboard at the school, further to which the DGES ordered an              investigation to be launched; and (ii) the existence of trade union material on the              noticeboard is normal and so the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"investigation under way (of a disciplinary nature and              without any guarantees) can only constitute harassment by the employer in reprisal for              the kind of material displayed on the noticeboard, and is therefore a clear act of              interference for the purposes of anti-union repression.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"608.The complainants allege that since the change of government a number              of hostile actions were recorded calling into question the use of trade union leave by              FENAPES and they allege that: (i)Â the principal of San JosÃ© High School No. 1 reported              the allegedly excessive use of paid hours for the purposes of trade union activity,              pointing out that an inappropriate legal basis had been used to justify this (the              complaint was directed","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],against the teacher and FENAPES leader MrÂ Marcel Slamovitz); and              (ii) the anti-union actions of the principal began to receive the backing of a              parliamentarian belonging to one of the parties in the government coalition who accused              the authorities of the previous government and FENAPES of having issued false              certificates for trade union leave. The complainants indicate that on account of the              above a commission was set up in the,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],National Parliament with the mandate to investigate              the granting and justification of irregular union leave to FENAPES members by the CES              during the 2015â€?9 period.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"609.The complainants indicate that on account of the above-mentioned              complaint an administrative investigation was launched at the DGES into the hours used              by Mr Slamovitz for trade union purposes and that, although the investigating counsel              suggested that the investigation should be archived since there did not appear to be any              elements that called for action to be taken, the DGES ordered the suspension of the              teacher from his","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"post for 180 days with total deduction of pay for gross misconduct on              account of using â€œtrade union powerâ€?to mislead the school principal. The complainants              indicate that as part of the investigation it was decided to file a criminal complaint              against the teacher for allegedly excessive use of paid hours for trade union activity              and also against other members of the FENAPES executive committee, seeking to classify              the union","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"leadersâ€?activity as a criminal offence for having issued and used false              records of union activity in the context of agreements concluded with the authorities of              that time. The complainants allege that the education authorities are calling for the              imprisonment of the union leaders who argue that there are no formalities in the              collective bargaining process, postulating formal bases over and above the basic              elements that in","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"themselves form the core of negotiations, as illustrated by Professor              Barreto in a report attached to the complaint, who indicates that there are no formal              requirements for registering agreements and that the lack of such requirements does not              affect the validity of what is agreed upon. This report mentions that Resolution No 12              of Record No. 90 of 2006 features an agreement concluded in the context of collective              bargaining in the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"â€œWorking Group on trade union immunityâ€?comprising the ANEP and the              PITâ€“CNT and indicates that the said agreement also refers to other agreements that may              be concluded, which would demonstrate the interplay of different existing bargaining              processes.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"610.The complainants allege that the investigating commission set up in              Parliament operated outside the legal framework, with the clear intent of persecution of              the trade union, and indicate that what the commission was investigating was not the              misuse of time for trade union activity but whether or not an appropriate legal basis              had been used to justify such time, also launching a media campaign against FENAPES. The              complainants","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],indicate that the key issue was the unwritten agreement concluded at the              time between FENAPES and the former authorities so that hours taken for union activities              in excess of those fixed by the agreement signed in 2006 could be justified by invoking              section 70.10 of the Teaching Staff Regulations (EFD). The complainants indicate that              there are no formalities of any kind in Uruguayan law that require that an agreement              must be in,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"writing, whether in the public or private sphere, and that customary              compliance with the terms of an agreement also contributes to the understanding that an              agreement exists even if not in writing. The complainants indicate that the              investigating commission concluded its activity with two final reports.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"611.The complainants allege that: (i) in 2007, the Coordinating              Committee of Uruguayan Teaching Unions (CSEU), to which FENAPES belongs, signed a              collective agreement with the ANEP regulating the use of trade union leave by the              leaders of the ATES; (ii) in October 2021, the DGES issued Decision No. 4141              unilaterally regulating, in total disregard for the above-mentioned collective              agreement, the allocation of trade union hours for","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"the ATES, prescribing that only named              officials on a staff list shall be authorized to be members of representative committees              and shall not be replaced by other officials, thereby committing interference that              violates trade union autonomy; and (iii) this decision also prescribes that the records              of hours taken for trade union activity shall be signed by the DGES or the ATES              president and, in the case of the latterâ€™s trade union","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"hours, by the secretary              designated for such purposes; if established hours are exceeded, these shall be              deducted, with retroactive effect, thereby constituting interference in trade union              activity and restricting the free exercise thereof.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"612.The complainants indicate that the above-mentioned collective              agreement had established the number of officials who were union members (whether or not              they paid union dues) as a basis for calculating the number of free hours paid. The              complainants allege that for the period from 1 March 2021 to 28 February 2022, the              secondary education authorities changed the aforementioned criterion, excluding teachers              who were union members","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"but did not pay union dues, thereby reducing the number of units              corresponding to union leave. It is alleged that this action has affected the exercise              of freedom of association with a possible impact on the quality of collective              bargaining.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"613.The complainants mention other facts in the complaint which, in              their view, enable the context of anti-union repression which started in 2020 to be              understood and indicate that: (i) on 20Â May 2020, the ANEP issued a decision ordering              the removal of all banners that might infringe upon the guiding principles of education              (secularism and the ban on propaganda); and (ii) FENAPES filed a complaint in this              respect with the National","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"Human Rights Institution (INDDHH), an impartial body under the              aegis of Parliament, which issued a decision recommending the deletion of the most              controversial sections of the above-mentioned decision. The complainants indicate that              they have brought another complaint before the INDDHH, in which various situations are              described, including the ban on holding union meetings inside the school or at its              entrance in the context of a","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],stoppage held by a branch of FENAPES.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"614.In its communications of 21 May, 16 August and 15 December 2022, as              well as 26 April 2023, the Government indicates that the ANEP is an autonomous entity              with legal personality which governs public education and comprises the following              bodies: the Central Executive Board (CODICEN), the Directorate-General for Initial and              Primary Education, the DGES (formerly the CES), the Directorate-General for Vocational              and Technical","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"Education and the Educational Training Board. The Government indicates              that the ANEP has always been open to dialogue and to the negotiating bodies and that it              respects and complies with all the laws and regulations in force, and so it is untrue              that there have been violations of rights or of legal standards as invoked in the              complaint. The Government affirms that the anti-union persecution denounced in the              allegations does not","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"exist, and that what is denounced as an attack on freedom of              association is quite simply the need for the countryâ€™s legal system to be              respected.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"615.The Government considers that the complaint does not reveal any              elements that demonstrate action aimed at violating trade union autonomy or              discriminatory anti-union conduct by the State and affirms that the DGES exercised the              legitimate powers conferred on it by law, that its action arose on reasonable grounds              that warranted investigation and that at no time was union activity investigated but the              conduct of officials bound to","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],the Administration by a set of regulations governing their              behaviour.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"616.With regard to the incidents concerning San JosÃ© High School No. 1,              the Government indicates that: (i) the secondary education authorities which took office              in May 2020 received an official letter from the principal of the school requesting              information on a complaint made in 2019 to the CES concerning photos taken by a group of              teachers inside the school with banners bearing the words â€œNo to the constitutional              reformâ€?(which","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
Case No 3420 (Uruguay),9-Feb-22,National Federation of Secondary School Teachers (FENAPES),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166'],"had nothing to do with the right to organize but related to issues of              public safety); the principal had indicated that she had not been notified of any              decision relating to the file which had been opened on account of her complaint; (ii)              the CES of the time, having been apprised of the complaint, dealt with it in session,              ordered it to be shelved, merely issuing an exhortation to be careful with attitudes              (despite the fact that the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4345166, response status: 200"
